base_date,emd_cd,temp,rain
2019-01-31,2019-01-31,50130580.0,219.40000000000006,22.5
2019-02-28,2019-02-28,50130580.0,239.2,46.0
2019-03-31,2019-03-31,50130580.0,337.0000000000001,62.5
2019-04-30,2019-04-30,50130580.0,425.6,76.5
2019-05-31,2019-05-31,50130580.0,592.1999999999999,484.5
2019-06-30,2019-06-30,50130580.0,615.4999999999999,210.5
2019-07-31,2019-07-31,50130580.0,720.3000000000001,468.5
2019-08-31,2019-08-31,50130580.0,796.5000000000002,343.5
2019-09-30,2019-09-30,50130580.0,690.3000000000001,423.0
2019-10-31,2019-10-31,50130580.0,580.8999999999999,132.5
2019-11-30,2019-11-30,50130580.0,429.9,31.5
2019-12-31,2019-12-31,50130580.0,309.5,99.5
2019-01-31,2019-01-31,50130590.0,219.40000000000006,22.5
2019-02-28,2019-02-28,50130590.0,239.2,46.0
2019-03-31,2019-03-31,50130590.0,337.0000000000001,62.5
2019-04-30,2019-04-30,50130590.0,425.6,76.5
2019-05-31,2019-05-31,50130590.0,592.1999999999999,484.5
2019-06-30,2019-06-30,50130590.0,615.4999999999999,210.5
2019-07-31,2019-07-31,50130590.0,720.3000000000001,468.5
2019-08-31,2019-08-31,50130590.0,796.5000000000002,343.5
2019-09-30,2019-09-30,50130590.0,690.3000000000001,423.0
2019-10-31,2019-10-31,50130590.0,580.8999999999999,132.5
2019-11-30,2019-11-30,50130590.0,429.9,31.5
2019-12-31,2019-12-31,50130590.0,309.5,99.5
2019-01-31,2019-01-31,50130610.0,-49.9,32.0
2019-02-28,2019-02-28,50130610.0,17.799999999999997,133.5
2019-03-31,2019-03-31,50130610.0,90.7,134.5
2019-04-30,2019-04-30,50130610.0,255.50000000000003,110.5
2019-05-31,2019-05-31,50130610.0,390.1,885.5
2019-06-30,2019-06-30,50130610.0,447.69999999999993,476.0
2019-07-31,2019-07-31,50130610.0,563.5,1307.0
2019-08-31,2019-08-31,50130610.0,598.5999999999999,877.5
2019-09-30,2019-09-30,50130610.0,502.8,1120.0
2019-10-31,2019-10-31,50130610.0,292.4,28.0
2019-11-30,2019-11-30,50130610.0,201.30000000000004,81.0
2019-12-31,2019-12-31,50130610.0,39.79999999999999,188.5
2019-01-31,2019-01-31,50130620.0,165.29999999999998,5.0
2019-02-28,2019-02-28,50130620.0,196.10000000000002,14.0
2019-03-31,2019-03-31,50130620.0,292.7,43.5
2019-04-30,2019-04-30,50130620.0,401.09999999999997,63.5
2019-05-31,2019-05-31,50130620.0,565.7000000000002,273.5
2019-06-30,2019-06-30,50130620.0,599.5000000000001,213.0
2019-07-31,2019-07-31,50130620.0,723.4,395.5
2019-08-31,2019-08-31,50130620.0,820.6,337.5
2019-09-30,2019-09-30,50130620.0,714.3000000000001,342.0
2019-10-31,2019-10-31,50130620.0,590.6,164.0
2019-11-30,2019-11-30,50130620.0,431.5,34.5
2019-12-31,2019-12-31,50130620.0,291.8,76.5
