base_date,emd_cd,temp,rain
2018-03-31,2018-03-31,50110510,8.841935483870966,186.0
2018-04-30,2018-04-30,50110510,13.976666666666667,115.0
2018-05-31,2018-05-31,50110510,17.89032258064516,103.0
2018-06-30,2018-06-30,50110510,20.803333333333338,271.5
2018-07-31,2018-07-31,50110510,25.490322580645163,101.5
2018-08-31,2018-08-31,50110510,24.74193548387097,598.0
2018-09-30,2018-09-30,50110510,21.396666666666665,310.0
2018-10-31,2018-10-31,50110510,14.816129032258067,462.0
2018-11-30,2018-11-30,50110510,10.883333333333333,31.5
2018-12-31,2018-12-31,50110510,6.1,113.0
2018-01-31,2018-01-31,50110520,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110520,2.567857142857143,106.0
2018-03-31,2018-03-31,50110520,8.841935483870966,186.0
2018-04-30,2018-04-30,50110520,13.976666666666667,115.0
2018-05-31,2018-05-31,50110520,17.89032258064516,103.0
2018-06-30,2018-06-30,50110520,20.803333333333338,271.5
2018-07-31,2018-07-31,50110520,25.490322580645163,101.5
2018-08-31,2018-08-31,50110520,24.74193548387097,598.0
2018-09-30,2018-09-30,50110520,21.396666666666665,310.0
2018-10-31,2018-10-31,50110520,14.816129032258067,462.0
2018-11-30,2018-11-30,50110520,10.883333333333333,31.5
2018-12-31,2018-12-31,50110520,6.1,113.0
2018-01-31,2018-01-31,50110530,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110530,2.567857142857143,106.0
2018-03-31,2018-03-31,50110530,8.841935483870966,186.0
2018-04-30,2018-04-30,50110530,13.976666666666667,115.0
2018-05-31,2018-05-31,50110530,17.89032258064516,103.0
2018-06-30,2018-06-30,50110530,20.803333333333338,271.5
2018-07-31,2018-07-31,50110530,25.490322580645163,101.5
2018-08-31,2018-08-31,50110530,24.74193548387097,598.0
2018-09-30,2018-09-30,50110530,21.396666666666665,310.0
2018-10-31,2018-10-31,50110530,14.816129032258067,462.0
2018-11-30,2018-11-30,50110530,10.883333333333333,31.5
2018-12-31,2018-12-31,50110530,6.1,113.0
2018-01-31,2018-01-31,50110540,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110540,2.567857142857143,106.0
2018-03-31,2018-03-31,50110540,8.841935483870966,186.0
2018-04-30,2018-04-30,50110540,13.976666666666667,115.0
2018-05-31,2018-05-31,50110540,17.89032258064516,103.0
2018-06-30,2018-06-30,50110540,20.803333333333338,271.5
2018-07-31,2018-07-31,50110540,25.490322580645163,101.5
2018-08-31,2018-08-31,50110540,24.74193548387097,598.0
2018-09-30,2018-09-30,50110540,21.396666666666665,310.0
2018-10-31,2018-10-31,50110540,14.816129032258067,462.0
2018-11-30,2018-11-30,50110540,10.883333333333333,31.5
2018-12-31,2018-12-31,50110540,6.1,113.0
2018-01-31,2018-01-31,50110550,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110550,2.567857142857143,106.0
2018-03-31,2018-03-31,50110550,8.841935483870966,186.0
2018-04-30,2018-04-30,50110550,13.976666666666667,115.0
2018-05-31,2018-05-31,50110550,17.89032258064516,103.0
2018-06-30,2018-06-30,50110550,20.803333333333338,271.5
2018-07-31,2018-07-31,50110550,25.490322580645163,101.5
2018-08-31,2018-08-31,50110550,24.74193548387097,598.0
2018-09-30,2018-09-30,50110550,21.396666666666665,310.0
2018-10-31,2018-10-31,50110550,14.816129032258067,462.0
2018-11-30,2018-11-30,50110550,10.883333333333333,31.5
2018-12-31,2018-12-31,50110550,6.1,113.0
2018-01-31,2018-01-31,50110560,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110560,2.567857142857143,106.0
2018-03-31,2018-03-31,50110560,8.841935483870966,186.0
2018-04-30,2018-04-30,50110560,13.976666666666667,115.0
2018-05-31,2018-05-31,50110560,17.89032258064516,103.0
2018-06-30,2018-06-30,50110560,20.803333333333338,271.5
2018-07-31,2018-07-31,50110560,25.490322580645163,101.5
2018-08-31,2018-08-31,50110560,24.74193548387097,598.0
2018-09-30,2018-09-30,50110560,21.396666666666665,310.0
2018-10-31,2018-10-31,50110560,14.816129032258067,462.0
2018-11-30,2018-11-30,50110560,10.883333333333333,31.5
2018-12-31,2018-12-31,50110560,6.1,113.0
2018-01-31,2018-01-31,50110570,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110570,2.567857142857143,106.0
2018-03-31,2018-03-31,50110570,8.841935483870966,186.0
2018-04-30,2018-04-30,50110570,13.976666666666667,115.0
2018-05-31,2018-05-31,50110570,17.89032258064516,103.0
2018-06-30,2018-06-30,50110570,20.803333333333338,271.5
2018-07-31,2018-07-31,50110570,25.490322580645163,101.5
2018-08-31,2018-08-31,50110570,24.74193548387097,598.0
2018-09-30,2018-09-30,50110570,21.396666666666665,310.0
2018-10-31,2018-10-31,50110570,14.816129032258067,462.0
2018-11-30,2018-11-30,50110570,10.883333333333333,31.5
2018-12-31,2018-12-31,50110570,6.1,113.0
2018-01-31,2018-01-31,50110580,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110580,2.567857142857143,106.0
2018-03-31,2018-03-31,50110580,8.841935483870966,186.0
2018-04-30,2018-04-30,50110580,13.976666666666667,115.0
2018-05-31,2018-05-31,50110580,17.89032258064516,103.0
2018-06-30,2018-06-30,50110580,20.803333333333338,271.5
2018-07-31,2018-07-31,50110580,25.490322580645163,101.5
2018-08-31,2018-08-31,50110580,24.74193548387097,598.0
2018-09-30,2018-09-30,50110580,21.396666666666665,310.0
2018-10-31,2018-10-31,50110580,14.816129032258067,462.0
2018-11-30,2018-11-30,50110580,10.883333333333333,31.5
2018-12-31,2018-12-31,50110580,6.1,113.0
2018-01-31,2018-01-31,50110590,-0.4387096774193549,120.0
2018-02-28,2018-02-28,50110590,0.06428571428571403,218.5
2018-03-31,2018-03-31,50110590,7.112903225806452,325.0
2018-04-30,2018-04-30,50110590,11.88,271.0
2018-05-31,2018-05-31,50110590,15.870967741935484,119.5
2018-06-30,2018-06-30,50110590,18.63,385.5
2018-07-31,2018-07-31,50110590,22.85483870967742,140.5
2018-08-31,2018-08-31,50110590,23.709677419354836,769.5
2018-09-30,2018-09-30,50110590,11.969999999999999,404.0
2018-10-31,2018-10-31,50110590,11.761290322580644,525.0
2018-11-30,2018-11-30,50110590,7.933333333333334,46.0
2018-12-31,2018-12-31,50110590,3.1290322580645156,121.5
2018-01-31,2018-01-31,50110600,0.8709677419354841,117.0
2018-02-28,2018-02-28,50110600,2.2678571428571432,115.0
2018-03-31,2018-03-31,50110600,8.483870967741936,427.5
2018-04-30,2018-04-30,50110600,13.29666666666667,330.5
2018-05-31,2018-05-31,50110600,16.06451612903226,140.0
2018-06-30,2018-06-30,50110600,18.933333333333334,452.5
2018-07-31,2018-07-31,50110600,23.587096774193544,82.5
2018-08-31,2018-08-31,50110600,24.4258064516129,471.0
2018-09-30,2018-09-30,50110600,20.279999999999998,497.5
2018-10-31,2018-10-31,50110600,13.4,435.5
2018-11-30,2018-11-30,50110600,9.506666666666664,75.0
2018-12-31,2018-12-31,50110600,4.5387096774193525,121.5
2018-01-31,2018-01-31,50110610,1.3387096774193543,78.0
2018-02-28,2018-02-28,50110610,1.6535714285714287,129.0
2018-03-31,2018-03-31,50110610,8.638709677419355,292.5
2018-04-30,2018-04-30,50110610,13.32,357.0
2018-05-31,2018-05-31,50110610,16.090322580645164,103.0
2018-06-30,2018-06-30,50110610,16.96666666666667,242.0
2018-07-31,2018-07-31,50110610,23.47741935483871,87.5
2018-08-31,2018-08-31,50110610,24.232258064516127,437.0
2018-09-30,2018-09-30,50110610,20.203333333333333,702.0
2018-10-31,2018-10-31,50110610,13.548387096774194,379.0
2018-11-30,2018-11-30,50110610,10.083333333333334,40.0
2018-12-31,2018-12-31,50110610,5.087096774193549,107.0
2018-01-31,2018-01-31,50110620,-0.4387096774193549,120.0
2018-02-28,2018-02-28,50110620,0.06428571428571403,218.5
2018-03-31,2018-03-31,50110620,7.112903225806452,325.0
2018-04-30,2018-04-30,50110620,11.88,271.0
2018-05-31,2018-05-31,50110620,15.870967741935484,119.5
2018-06-30,2018-06-30,50110620,18.63,385.5
2018-07-31,2018-07-31,50110620,22.85483870967742,140.5
2018-08-31,2018-08-31,50110620,23.709677419354836,769.5
2018-09-30,2018-09-30,50110620,11.969999999999999,404.0
2018-10-31,2018-10-31,50110620,11.761290322580644,525.0
2018-11-30,2018-11-30,50110620,7.933333333333334,46.0
2018-12-31,2018-12-31,50110620,3.1290322580645156,121.5
2018-01-31,2018-01-31,50110630,-1.0645161290322582,181.5
2018-02-28,2018-02-28,50110630,-0.07500000000000002,253.0
2018-03-31,2018-03-31,50110630,6.761290322580645,416.5
2018-04-30,2018-04-30,50110630,12.269999999999998,338.5
2018-05-31,2018-05-31,50110630,15.841935483870971,223.0
2018-06-30,2018-06-30,50110630,19.193333333333335,314.0
2018-07-31,2018-07-31,50110630,23.548387096774196,133.0
2018-08-31,2018-08-31,50110630,22.696774193548393,998.0
2018-09-30,2018-09-30,50110630,19.076666666666668,472.5
2018-10-31,2018-10-31,50110630,12.090322580645166,478.0
2018-11-30,2018-11-30,50110630,8.013333333333334,42.5
2018-12-31,2018-12-31,50110630,3.1290322580645156,147.5
2018-01-31,2018-01-31,50110640,2.1129032258064515,58.0
2018-02-28,2018-02-28,50110640,2.567857142857143,106.0
2018-03-31,2018-03-31,50110640,8.841935483870966,186.0
2018-04-30,2018-04-30,50110640,13.976666666666667,115.0
2018-05-31,2018-05-31,50110640,17.89032258064516,103.0
2018-06-30,2018-06-30,50110640,20.803333333333338,271.5
2018-07-31,2018-07-31,50110640,25.490322580645163,101.5
2018-08-31,2018-08-31,50110640,24.74193548387097,598.0
2018-09-30,2018-09-30,50110640,21.396666666666665,310.0
2018-10-31,2018-10-31,50110640,14.816129032258067,462.0
2018-11-30,2018-11-30,50110640,10.883333333333333,31.5
2018-12-31,2018-12-31,50110640,6.1,113.0
2018-01-31,2018-01-31,50110650,-1.8258064516129031,163.0
2018-02-28,2018-02-28,50110650,-0.5678571428571428,196.0
2018-03-31,2018-03-31,50110650,6.493548387096774,318.5
2018-04-30,2018-04-30,50110650,10.069999999999999,299.0
2018-05-31,2018-05-31,50110650,14.26774193548387,276.0
2018-06-30,2018-06-30,50110650,16.80666666666667,324.0
2018-07-31,2018-07-31,50110650,19.632258064516126,178.5
2018-08-31,2018-08-31,50110650,19.629032258064512,446.5
2018-09-30,2018-09-30,50110650,16.813333333333333,421.0
2018-10-31,2018-10-31,50110650,9.048387096774194,675.0
2018-11-30,2018-11-30,50110650,5.603333333333333,79.0
2018-12-31,2018-12-31,50110650,0.6387096774193545,138.5
2018-01-31,2018-01-31,50110660,-1.8258064516129031,163.0
2018-02-28,2018-02-28,50110660,-0.5678571428571428,196.0
2018-03-31,2018-03-31,50110660,6.493548387096774,318.5
2018-04-30,2018-04-30,50110660,10.069999999999999,299.0
2018-05-31,2018-05-31,50110660,14.26774193548387,276.0
2018-06-30,2018-06-30,50110660,16.80666666666667,324.0
2018-07-31,2018-07-31,50110660,19.632258064516126,178.5
2018-08-31,2018-08-31,50110660,19.629032258064512,446.5
2018-09-30,2018-09-30,50110660,16.813333333333333,421.0
2018-10-31,2018-10-31,50110660,9.048387096774194,675.0
2018-11-30,2018-11-30,50110660,5.603333333333333,79.0
2018-12-31,2018-12-31,50110660,0.6387096774193545,138.5
2018-01-31,2018-01-31,50110670,3.835483870967741,50.5
2018-02-28,2018-02-28,50110670,4.2142857142857135,73.0
2018-03-31,2018-03-31,50110670,10.032258064516126,119.5
2018-04-30,2018-04-30,50110670,14.376666666666665,112.0
2018-05-31,2018-05-31,50110670,18.183870967741935,128.0
2018-06-30,2018-06-30,50110670,21.180000000000003,209.5
2018-07-31,2018-07-31,50110670,26.10645161290323,37.0
2018-08-31,2018-08-31,50110670,27.703225806451616,394.5
2018-09-30,2018-09-30,50110670,22.743333333333336,171.0
2018-10-31,2018-10-31,50110670,16.196774193548386,427.5
2018-11-30,2018-11-30,50110670,12.316666666666665,34.0
2018-12-31,2018-12-31,50110670,6.699999999999999,95.5
2018-01-31,2018-01-31,50110680,3.835483870967741,50.5
2018-02-28,2018-02-28,50110680,4.2142857142857135,73.0
2018-03-31,2018-03-31,50110680,10.032258064516126,119.5
2018-04-30,2018-04-30,50110680,14.376666666666665,112.0
2018-05-31,2018-05-31,50110680,18.183870967741935,128.0
2018-06-30,2018-06-30,50110680,21.180000000000003,209.5
2018-07-31,2018-07-31,50110680,26.10645161290323,37.0
2018-08-31,2018-08-31,50110680,27.703225806451616,394.5
2018-09-30,2018-09-30,50110680,22.743333333333336,171.0
2018-10-31,2018-10-31,50110680,16.196774193548386,427.5
2018-11-30,2018-11-30,50110680,12.316666666666665,34.0
2018-12-31,2018-12-31,50110680,6.699999999999999,95.5
2018-01-31,2018-01-31,50110690,3.835483870967741,50.5
2018-02-28,2018-02-28,50110690,4.2142857142857135,73.0
2018-03-31,2018-03-31,50110690,10.032258064516126,119.5
2018-04-30,2018-04-30,50110690,14.376666666666665,112.0
2018-05-31,2018-05-31,50110690,18.183870967741935,128.0
2018-06-30,2018-06-30,50110690,21.180000000000003,209.5
2018-07-31,2018-07-31,50110690,26.10645161290323,37.0
2018-08-31,2018-08-31,50110690,27.703225806451616,394.5
2018-09-30,2018-09-30,50110690,22.743333333333336,171.0
2018-10-31,2018-10-31,50110690,16.196774193548386,427.5
2018-11-30,2018-11-30,50110690,12.316666666666665,34.0
2018-12-31,2018-12-31,50110690,6.699999999999999,95.5
2018-01-31,2018-01-31,50130250,5.7677419354838735,57.5
2018-02-28,2018-02-28,50130250,6.5178571428571415,96.5
2018-03-31,2018-03-31,50130250,11.474193548387099,106.5
2018-04-30,2018-04-30,50130250,15.073333333333336,230.5
2018-05-31,2018-05-31,50130250,17.093548387096778,206.0
2018-06-30,2018-06-30,50130250,21.38,207.5
2018-07-31,2018-07-31,50130250,25.525806451612908,24.5
2018-08-31,2018-08-31,50130250,26.722580645161294,169.5
2018-09-30,2018-09-30,50130250,22.966666666666665,153.0
2018-10-31,2018-10-31,50130250,16.55483870967742,141.5
2018-11-30,2018-11-30,50130250,15.06,47.0
2018-12-31,2018-12-31,50130250,9.654838709677422,38.5
2018-01-31,2018-01-31,50130253,2.467741935483871,90.5
2018-02-28,2018-02-28,50130253,2.3321428571428577,125.0
2018-03-31,2018-03-31,50130253,8.706451612903225,245.5
2018-04-30,2018-04-30,50130253,13.120000000000003,471.0
2018-05-31,2018-05-31,50130253,16.277419354838713,423.0
2018-06-30,2018-06-30,50130253,20.493333333333332,264.5
2018-07-31,2018-07-31,50130253,23.78064516129032,61.5
2018-08-31,2018-08-31,50130253,23.83225806451613,342.0
2018-09-30,2018-09-30,50130253,19.986666666666665,567.0
2018-10-31,2018-10-31,50130253,13.31290322580645,241.0
2018-11-30,2018-11-30,50130253,10.683333333333335,57.0
2018-12-31,2018-12-31,50130253,4.606451612903227,74.5
2018-01-31,2018-01-31,50130259,3.6032258064516145,103.5
2018-02-28,2018-02-28,50130259,4.171428571428571,124.5
2018-03-31,2018-03-31,50130259,10.3,185.0
2018-04-30,2018-04-30,50130259,15.096666666666673,293.0
2018-05-31,2018-05-31,50130259,18.07741935483871,199.5
2018-06-30,2018-06-30,50130259,21.396666666666665,318.0
2018-07-31,2018-07-31,50130259,26.348387096774196,70.5
2018-08-31,2018-08-31,50130259,27.616129032258065,141.5
2018-09-30,2018-09-30,50130259,22.90666666666667,516.5
2018-10-31,2018-10-31,50130259,16.319354838709682,188.5
2018-11-30,2018-11-30,50130259,12.396666666666667,45.0
2018-12-31,2018-12-31,50130259,7.041935483870967,50.0
2018-01-31,2018-01-31,50130310,3.9193548387096775,70.5
2018-02-28,2018-02-28,50130310,4.635714285714286,91.5
2018-03-31,2018-03-31,50130310,10.709677419354838,179.0
2018-04-30,2018-04-30,50130310,14.926666666666666,228.0
2018-05-31,2018-05-31,50130310,17.835483870967746,295.5
2018-06-30,2018-06-30,50130310,21.09333333333333,215.5
2018-07-31,2018-07-31,50130310,25.94193548387097,23.0
2018-08-31,2018-08-31,50130310,26.867741935483874,252.5
2018-09-30,2018-09-30,50130310,22.156666666666673,165.5
2018-10-31,2018-10-31,50130310,15.870967741935486,138.0
2018-11-30,2018-11-30,50130310,12.666666666666666,69.0
2018-12-31,2018-12-31,50130310,7.19032258064516,67.5
2018-01-31,2018-01-31,50130320,3.6032258064516145,103.5
2018-02-28,2018-02-28,50130320,4.171428571428571,124.5
2018-03-31,2018-03-31,50130320,10.3,185.0
2018-04-30,2018-04-30,50130320,15.096666666666673,293.0
2018-05-31,2018-05-31,50130320,18.07741935483871,199.5
2018-06-30,2018-06-30,50130320,21.396666666666665,318.0
2018-07-31,2018-07-31,50130320,26.348387096774196,70.5
2018-08-31,2018-08-31,50130320,27.616129032258065,141.5
2018-09-30,2018-09-30,50130320,22.90666666666667,516.5
2018-10-31,2018-10-31,50130320,16.319354838709682,188.5
2018-11-30,2018-11-30,50130320,12.396666666666667,45.0
2018-12-31,2018-12-31,50130320,7.041935483870967,50.0
2018-01-31,2018-01-31,50130510,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130510,5.532142857142857,104.5
2018-03-31,2018-03-31,50130510,11.070967741935481,175.0
2018-04-30,2018-04-30,50130510,14.889999999999997,344.0
2018-05-31,2018-05-31,50130510,17.906451612903226,397.5
2018-06-30,2018-06-30,50130510,20.61666666666667,295.0
2018-07-31,2018-07-31,50130510,25.416129032258066,17.0
2018-08-31,2018-08-31,50130510,26.483870967741943,214.0
2018-09-30,2018-09-30,50130510,22.380000000000003,408.5
2018-10-31,2018-10-31,50130510,16.474193548387095,209.5
2018-11-30,2018-11-30,50130510,13.486666666666666,50.0
2018-12-31,2018-12-31,50130510,9.154838709677415,54.0
2018-01-31,2018-01-31,50130520,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130520,5.532142857142857,104.5
2018-03-31,2018-03-31,50130520,11.070967741935481,175.0
2018-04-30,2018-04-30,50130520,14.889999999999997,344.0
2018-05-31,2018-05-31,50130520,17.906451612903226,397.5
2018-06-30,2018-06-30,50130520,20.61666666666667,295.0
2018-07-31,2018-07-31,50130520,25.416129032258066,17.0
2018-08-31,2018-08-31,50130520,26.483870967741943,214.0
2018-09-30,2018-09-30,50130520,22.380000000000003,408.5
2018-10-31,2018-10-31,50130520,16.474193548387095,209.5
2018-11-30,2018-11-30,50130520,13.486666666666666,50.0
2018-12-31,2018-12-31,50130520,9.154838709677415,54.0
2018-01-31,2018-01-31,50130530,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130530,5.532142857142857,104.5
2018-03-31,2018-03-31,50130530,11.070967741935481,175.0
2018-04-30,2018-04-30,50130530,14.889999999999997,344.0
2018-05-31,2018-05-31,50130530,17.906451612903226,397.5
2018-06-30,2018-06-30,50130530,20.61666666666667,295.0
2018-07-31,2018-07-31,50130530,25.416129032258066,17.0
2018-08-31,2018-08-31,50130530,26.483870967741943,214.0
2018-09-30,2018-09-30,50130530,22.380000000000003,408.5
2018-10-31,2018-10-31,50130530,16.474193548387095,209.5
2018-11-30,2018-11-30,50130530,13.486666666666666,50.0
2018-12-31,2018-12-31,50130530,9.154838709677415,54.0
2018-01-31,2018-01-31,50130540,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130540,5.532142857142857,104.5
2018-03-31,2018-03-31,50130540,11.070967741935481,175.0
2018-04-30,2018-04-30,50130540,14.889999999999997,344.0
2018-05-31,2018-05-31,50130540,17.906451612903226,397.5
2018-06-30,2018-06-30,50130540,20.61666666666667,295.0
2018-07-31,2018-07-31,50130540,25.416129032258066,17.0
2018-08-31,2018-08-31,50130540,26.483870967741943,214.0
2018-09-30,2018-09-30,50130540,22.380000000000003,408.5
2018-10-31,2018-10-31,50130540,16.474193548387095,209.5
2018-11-30,2018-11-30,50130540,13.486666666666666,50.0
2018-12-31,2018-12-31,50130540,9.154838709677415,54.0
2018-01-31,2018-01-31,50130550,2.370967741935484,110.5
2018-02-28,2018-02-28,50130550,3.5035714285714277,118.5
2018-03-31,2018-03-31,50130550,9.196774193548386,251.5
2018-04-30,2018-04-30,50130550,12.51,450.5
2018-05-31,2018-05-31,50130550,16.796774193548387,420.0
2018-06-30,2018-06-30,50130550,19.04,244.0
2018-07-31,2018-07-31,50130550,23.370967741935484,62.0
2018-08-31,2018-08-31,50130550,22.629032258064512,325.5
2018-09-30,2018-09-30,50130550,19.586666666666662,286.0
2018-10-31,2018-10-31,50130550,13.654838709677419,254.5
2018-11-30,2018-11-30,50130550,10.760000000000002,62.5
2018-12-31,2018-12-31,50130550,5.377419354838709,73.5
2018-01-31,2018-01-31,50130560,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130560,5.532142857142857,104.5
2018-03-31,2018-03-31,50130560,11.070967741935481,175.0
2018-04-30,2018-04-30,50130560,14.889999999999997,344.0
2018-05-31,2018-05-31,50130560,17.906451612903226,397.5
2018-06-30,2018-06-30,50130560,20.61666666666667,295.0
2018-07-31,2018-07-31,50130560,25.416129032258066,17.0
2018-08-31,2018-08-31,50130560,26.483870967741943,214.0
2018-09-30,2018-09-30,50130560,22.380000000000003,408.5
2018-10-31,2018-10-31,50130560,16.474193548387095,209.5
2018-11-30,2018-11-30,50130560,13.486666666666666,50.0
2018-12-31,2018-12-31,50130560,9.154838709677415,54.0
2018-01-31,2018-01-31,50130570,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130570,5.532142857142857,104.5
2018-03-31,2018-03-31,50130570,11.070967741935481,175.0
2018-04-30,2018-04-30,50130570,14.889999999999997,344.0
2018-05-31,2018-05-31,50130570,17.906451612903226,397.5
2018-06-30,2018-06-30,50130570,20.61666666666667,295.0
2018-07-31,2018-07-31,50130570,25.416129032258066,17.0
2018-08-31,2018-08-31,50130570,26.483870967741943,214.0
2018-09-30,2018-09-30,50130570,22.380000000000003,408.5
2018-10-31,2018-10-31,50130570,16.474193548387095,209.5
2018-11-30,2018-11-30,50130570,13.486666666666666,50.0
2018-12-31,2018-12-31,50130570,9.154838709677415,54.0
2018-01-31,2018-01-31,50130580,5.1967741935483875,86.0
2018-02-28,2018-02-28,50130580,5.532142857142857,104.5
2018-03-31,2018-03-31,50130580,11.070967741935481,175.0
2018-04-30,2018-04-30,50130580,14.889999999999997,344.0
2018-05-31,2018-05-31,50130580,17.906451612903226,397.5
2018-06-30,2018-06-30,50130580,20.61666666666667,295.0
2018-07-31,2018-07-31,50130580,25.416129032258066,17.0
2018-08-31,2018-08-31,50130580,26.483870967741943,214.0
2018-09-30,2018-09-30,50130580,22.380000000000003,408.5
2018-10-31,2018-10-31,50130580,16.474193548387095,209.5
2018-11-30,2018-11-30,50130580,13.486666666666666,50.0
