base_date,emd_cd,detached,apt,town,multiplex,commercial_building
495,2018-12-31,50110660,59279,56760,17641,27893,3647
496,2018-12-31,50110670,59279,56760,17641,27893,3647
497,2018-12-31,50110680,59279,56760,17641,27893,3647
498,2018-12-31,50110690,59279,56760,17641,27893,3647
499,2018-12-31,50130250,33440,17439,9305,5947,1717
500,2018-12-31,50130253,33440,17439,9305,5947,1717
501,2018-12-31,50130259,33440,17439,9305,5947,1717
502,2018-12-31,50130310,33440,17439,9305,5947,1717
503,2018-12-31,50130320,33440,17439,9305,5947,1717
504,2018-12-31,50130510,33440,17439,9305,5947,1717
505,2018-12-31,50130520,33440,17439,9305,5947,1717
506,2018-12-31,50130530,33440,17439,9305,5947,1717
507,2018-12-31,50130540,33440,17439,9305,5947,1717
508,2018-12-31,50130550,33440,17439,9305,5947,1717
509,2018-12-31,50130560,33440,17439,9305,5947,1717
510,2018-12-31,50130570,33440,17439,9305,5947,1717
511,2018-12-31,50130580,33440,17439,9305,5947,1717
512,2018-12-31,50130590,33440,17439,9305,5947,1717
513,2018-12-31,50130600,33440,17439,9305,5947,1717
514,2018-12-31,50130610,33440,17439,9305,5947,1717
515,2018-12-31,50130620,33440,17439,9305,5947,1717
516,2019-01-31,50110250,60578,58244,18880,28829,3900
517,2019-01-31,50110253,60578,58244,18880,28829,3900
518,2019-01-31,50110256,60578,58244,18880,28829,3900
519,2019-01-31,50110259,60578,58244,18880,28829,3900
520,2019-01-31,50110310,60578,58244,18880,28829,3900
521,2019-01-31,50110320,60578,58244,18880,28829,3900
522,2019-01-31,50110330,60578,58244,18880,28829,3900
523,2019-01-31,50110510,60578,58244,18880,28829,3900
524,2019-01-31,50110520,60578,58244,18880,28829,3900
525,2019-01-31,50110530,60578,58244,18880,28829,3900
526,2019-01-31,50110540,60578,58244,18880,28829,3900
527,2019-01-31,50110550,60578,58244,18880,28829,3900
528,2019-01-31,50110560,60578,58244,18880,28829,3900
529,2019-01-31,50110570,60578,58244,18880,28829,3900
530,2019-01-31,50110580,60578,58244,18880,28829,3900
531,2019-01-31,50110590,60578,58244,18880,28829,3900
532,2019-01-31,50110600,60578,58244,18880,28829,3900
533,2019-01-31,50110610,60578,58244,18880,28829,3900
534,2019-01-31,50110620,60578,58244,18880,28829,3900
535,2019-01-31,50110630,60578,58244,18880,28829,3900
536,2019-01-31,50110640,60578,58244,18880,28829,3900
537,2019-01-31,50110650,60578,58244,18880,28829,3900
538,2019-01-31,50110660,60578,58244,18880,28829,3900
539,2019-01-31,50110670,60578,58244,18880,28829,3900
540,2019-01-31,50110680,60578,58244,18880,28829,3900
541,2019-01-31,50110690,60578,58244,18880,28829,3900
542,2019-01-31,50130250,34108,18251,10641,6543,1814
543,2019-01-31,50130253,34108,18251,10641,6543,1814
544,2019-01-31,50130259,34108,18251,10641,6543,1814
545,2019-01-31,50130310,34108,18251,10641,6543,1814
546,2019-01-31,50130320,34108,18251,10641,6543,1814
547,2019-01-31,50130510,34108,18251,10641,6543,1814
548,2019-01-31,50130520,34108,18251,10641,6543,1814
549,2019-01-31,50130530,34108,18251,10641,6543,1814
550,2019-01-31,50130540,34108,18251,10641,6543,1814
551,2019-01-31,50130550,34108,18251,10641,6543,1814
552,2019-01-31,50130560,34108,18251,10641,6543,1814
553,2019-01-31,50130570,34108,18251,10641,6543,1814
554,2019-01-31,50130580,34108,18251,10641,6543,1814
555,2019-01-31,50130590,34108,18251,10641,6543,1814
556,2019-01-31,50130600,34108,18251,10641,6543,1814
557,2019-01-31,50130610,34108,18251,10641,6543,1814
558,2019-01-31,50130620,34108,18251,10641,6543,1814
559,2019-02-28,50110250,60578,58244,18880,28829,3900
560,2019-02-28,50110253,60578,58244,18880,28829,3900
561,2019-02-28,50110256,60578,58244,18880,28829,3900
562,2019-02-28,50110259,60578,58244,18880,28829,3900
563,2019-02-28,50110310,60578,58244,18880,28829,3900
564,2019-02-28,50110320,60578,58244,18880,28829,3900
565,2019-02-28,50110330,60578,58244,18880,28829,3900
566,2019-02-28,50110510,60578,58244,18880,28829,3900
567,2019-02-28,50110520,60578,58244,18880,28829,3900
568,2019-02-28,50110530,60578,58244,18880,28829,3900
569,2019-02-28,50110540,60578,58244,18880,28829,3900
570,2019-02-28,50110550,60578,58244,18880,28829,3900
571,2019-02-28,50110560,60578,58244,18880,28829,3900
572,2019-02-28,50110570,60578,58244,18880,28829,3900
573,2019-02-28,50110580,60578,58244,18880,28829,3900
574,2019-02-28,50110590,60578,58244,18880,28829,3900
575,2019-02-28,50110600,60578,58244,18880,28829,3900
576,2019-02-28,50110610,60578,58244,18880,28829,3900
577,2019-02-28,50110620,60578,58244,18880,28829,3900
578,2019-02-28,50110630,60578,58244,18880,28829,3900
579,2019-02-28,50110640,60578,58244,18880,28829,3900
580,2019-02-28,50110650,60578,58244,18880,28829,3900
581,2019-02-28,50110660,60578,58244,18880,28829,3900
582,2019-02-28,50110670,60578,58244,18880,28829,3900
583,2019-02-28,50110680,60578,58244,18880,28829,3900
584,2019-02-28,50110690,60578,58244,18880,28829,3900
585,2019-02-28,50130250,34108,18251,10641,6543,1814
586,2019-02-28,50130253,34108,18251,10641,6543,1814
587,2019-02-28,50130259,34108,18251,10641,6543,1814
588,2019-02-28,50130310,34108,18251,10641,6543,1814
589,2019-02-28,50130320,34108,18251,10641,6543,1814
590,2019-02-28,50130510,34108,18251,10641,6543,1814
591,2019-02-28,50130520,34108,18251,10641,6543,1814
592,2019-02-28,50130530,34108,18251,10641,6543,1814
593,2019-02-28,50130540,34108,18251,10641,6543,1814
594,2019-02-28,50130550,34108,18251,10641,6543,1814
595,2019-02-28,50130560,34108,18251,10641,6543,1814
596,2019-02-28,50130570,34108,18251,10641,6543,1814
597,2019-02-28,50130580,34108,18251,10641,6543,1814
598,2019-02-28,50130590,34108,18251,10641,6543,1814
599,2019-02-28,50130600,34108,18251,10641,6543,1814
600,2019-02-28,50130610,34108,18251,10641,6543,1814
601,2019-02-28,50130620,34108,18251,10641,6543,1814
602,2019-03-31,50110250,60578,58244,18880,28829,3900
603,2019-03-31,50110253,60578,58244,18880,28829,3900
604,2019-03-31,50110256,60578,58244,18880,28829,3900
605,2019-03-31,50110259,60578,58244,18880,28829,3900
606,2019-03-31,50110310,60578,58244,18880,28829,3900
607,2019-03-31,50110320,60578,58244,18880,28829,3900
608,2019-03-31,50110330,60578,58244,18880,28829,3900
609,2019-03-31,50110510,60578,58244,18880,28829,3900
610,2019-03-31,50110520,60578,58244,18880,28829,3900
611,2019-03-31,50110530,60578,58244,18880,28829,3900
612,2019-03-31,50110540,60578,58244,18880,28829,3900
613,2019-03-31,50110550,60578,58244,18880,28829,3900
614,2019-03-31,50110560,60578,58244,18880,28829,3900
615,2019-03-31,50110570,60578,58244,18880,28829,3900
616,2019-03-31,50110580,60578,58244,18880,28829,3900
617,2019-03-31,50110590,60578,58244,18880,28829,3900
618,2019-03-31,50110600,60578,58244,18880,28829,3900
619,2019-03-31,50110610,60578,58244,18880,28829,3900
620,2019-03-31,50110620,60578,58244,18880,28829,3900
621,2019-03-31,50110630,60578,58244,18880,28829,3900
622,2019-03-31,50110640,60578,58244,18880,28829,3900
623,2019-03-31,50110650,60578,58244,18880,28829,3900
624,2019-03-31,50110660,60578,58244,18880,28829,3900
625,2019-03-31,50110670,60578,58244,18880,28829,3900
626,2019-03-31,50110680,60578,58244,18880,28829,3900
627,2019-03-31,50110690,60578,58244,18880,28829,3900
628,2019-03-31,50130250,34108,18251,10641,6543,1814
629,2019-03-31,50130253,34108,18251,10641,6543,1814
630,2019-03-31,50130259,34108,18251,10641,6543,1814
631,2019-03-31,50130310,34108,18251,10641,6543,1814
632,2019-03-31,50130320,34108,18251,10641,6543,1814
633,2019-03-31,50130510,34108,18251,10641,6543,1814
634,2019-03-31,50130520,34108,18251,10641,6543,1814
635,2019-03-31,50130530,34108,18251,10641,6543,1814
636,2019-03-31,50130540,34108,18251,10641,6543,1814
637,2019-03-31,50130550,34108,18251,10641,6543,1814
638,2019-03-31,50130560,34108,18251,10641,6543,1814
639,2019-03-31,50130570,34108,18251,10641,6543,1814
640,2019-03-31,50130580,34108,18251,10641,6543,1814
641,2019-03-31,50130590,34108,18251,10641,6543,1814
642,2019-03-31,50130600,34108,18251,10641,6543,1814
643,2019-03-31,50130610,34108,18251,10641,6543,1814
644,2019-03-31,50130620,34108,18251,10641,6543,1814
645,2019-04-30,50110250,60578,58244,18880,28829,3900
646,2019-04-30,50110253,60578,58244,18880,28829,3900
647,2019-04-30,50110256,60578,58244,18880,28829,3900
648,2019-04-30,50110259,60578,58244,18880,28829,3900
649,2019-04-30,50110310,60578,58244,18880,28829,3900
650,2019-04-30,50110320,60578,58244,18880,28829,3900
651,2019-04-30,50110330,60578,58244,18880,28829,3900
652,2019-04-30,50110510,60578,58244,18880,28829,3900
653,2019-04-30,50110520,60578,58244,18880,28829,3900
654,2019-04-30,50110530,60578,58244,18880,28829,3900
655,2019-04-30,50110540,60578,58244,18880,28829,3900
656,2019-04-30,50110550,60578,58244,18880,28829,3900
657,2019-04-30,50110560,60578,58244,18880,28829,3900
658,2019-04-30,50110570,60578,58244,18880,28829,3900
659,2019-04-30,50110580,60578,58244,18880,28829,3900
660,2019-04-30,50110590,60578,58244,18880,28829,3900
661,2019-04-30,50110600,60578,58244,18880,28829,3900
662,2019-04-30,50110610,60578,58244,18880,28829,3900
663,2019-04-30,50110620,60578,58244,18880,28829,3900
664,2019-04-30,50110630,60578,58244,18880,28829,3900
665,2019-04-30,50110640,60578,58244,18880,28829,3900
666,2019-04-30,50110650,60578,58244,18880,28829,3900
667,2019-04-30,50110660,60578,58244,18880,28829,3900
668,2019-04-30,50110670,60578,58244,18880,28829,3900
669,2019-04-30,50110680,60578,58244,18880,28829,3900
670,2019-04-30,50110690,60578,58244,18880,28829,3900
671,2019-04-30,50130250,34108,18251,10641,6543,1814
672,2019-04-30,50130253,34108,18251,10641,6543,1814
673,2019-04-30,50130259,34108,18251,10641,6543,1814
674,2019-04-30,50130310,34108,18251,10641,6543,1814
675,2019-04-30,50130320,34108,18251,10641,6543,1814
676,2019-04-30,50130510,34108,18251,10641,6543,1814
677,2019-04-30,50130520,34108,18251,10641,6543,1814
678,2019-04-30,50130530,34108,18251,10641,6543,1814
679,2019-04-30,50130540,34108,18251,10641,6543,1814
680,2019-04-30,50130550,34108,18251,10641,6543,1814
681,2019-04-30,50130560,34108,18251,10641,6543,1814
682,2019-04-30,50130570,34108,18251,10641,6543,1814
683,2019-04-30,50130580,34108,18251,10641,6543,1814
684,2019-04-30,50130590,34108,18251,10641,6543,1814
685,2019-04-30,50130600,34108,18251,10641,6543,1814
686,2019-04-30,50130610,34108,18251,10641,6543,1814
687,2019-04-30,50130620,34108,18251,10641,6543,1814
688,2019-05-31,50110250,60578,58244,18880,28829,3900
689,2019-05-31,50110253,60578,58244,18880,28829,3900
690,2019-05-31,50110256,60578,58244,18880,28829,3900
691,2019-05-31,50110259,60578,58244,18880,28829,3900
692,2019-05-31,50110310,60578,58244,18880,28829,3900
693,2019-05-31,50110320,60578,58244,18880,28829,3900
694,2019-05-31,50110330,60578,58244,18880,28829,3900
695,2019-05-31,50110510,60578,58244,18880,28829,3900
696,2019-05-31,50110520,60578,58244,18880,28829,3900
697,2019-05-31,50110530,60578,58244,18880,28829,3900
698,2019-05-31,50110540,60578,58244,18880,28829,3900
699,2019-05-31,50110550,60578,58244,18880,28829,3900
700,2019-05-31,50110560,60578,58244,18880,28829,3900
701,2019-05-31,50110570,60578,58244,18880,28829,3900
702,2019-05-31,50110580,60578,58244,18880,28829,3900
703,2019-05-31,50110590,60578,58244,18880,28829,3900
704,2019-05-31,50110600,60578,58244,18880,28829,3900
705,2019-05-31,50110610,60578,58244,18880,28829,3900
706,2019-05-31,50110620,60578,58244,18880,28829,3900
707,2019-05-31,50110630,60578,58244,18880,28829,3900
708,2019-05-31,50110640,60578,58244,18880,28829,3900
709,2019-05-31,50110650,60578,58244,18880,28829,3900
710,2019-05-31,50110660,60578,58244,18880,28829,3900
711,2019-05-31,50110670,60578,58244,18880,28829,3900
712,2019-05-31,50110680,60578,58244,18880,28829,3900
713,2019-05-31,50110690,60578,58244,18880,28829,3900
714,2019-05-31,50130250,34108,18251,10641,6543,1814
715,2019-05-31,50130253,34108,18251,10641,6543,1814
716,2019-05-31,50130259,34108,18251,10641,6543,1814
717,2019-05-31,50130310,34108,18251,10641,6543,1814
718,2019-05-31,50130320,34108,18251,10641,6543,1814
719,2019-05-31,50130510,34108,18251,10641,6543,1814
720,2019-05-31,50130520,34108,18251,10641,6543,1814
721,2019-05-31,50130530,34108,18251,10641,6543,1814
722,2019-05-31,50130540,34108,18251,10641,6543,1814
723,2019-05-31,50130550,34108,18251,10641,6543,1814
724,2019-05-31,50130560,34108,18251,10641,6543,1814
725,2019-05-31,50130570,34108,18251,10641,6543,1814
726,2019-05-31,50130580,34108,18251,10641,6543,1814
727,2019-05-31,50130590,34108,18251,10641,6543,1814
728,2019-05-31,50130600,34108,18251,10641,6543,1814
729,2019-05-31,50130610,34108,18251,10641,6543,1814
730,2019-05-31,50130620,34108,18251,10641,6543,1814
731,2019-06-30,50110250,60578,58244,18880,28829,3900
732,2019-06-30,50110253,60578,58244,18880,28829,3900
733,2019-06-30,50110256,60578,58244,18880,28829,3900
734,2019-06-30,50110259,60578,58244,18880,28829,3900
735,2019-06-30,50110310,60578,58244,18880,28829,3900
736,2019-06-30,50110320,60578,58244,18880,28829,3900
737,2019-06-30,50110330,60578,58244,18880,28829,3900
738,2019-06-30,50110510,60578,58244,18880,28829,3900
739,2019-06-30,50110520,60578,58244,18880,28829,3900
740,2019-06-30,50110530,60578,58244,18880,28829,3900
741,2019-06-30,50110540,60578,58244,18880,28829,3900
742,2019-06-30,50110550,60578,58244,18880,28829,3900
743,2019-06-30,50110560,60578,58244,18880,28829,3900
744,2019-06-30,50110570,60578,58244,18880,28829,3900
745,2019-06-30,50110580,60578,58244,18880,28829,3900
746,2019-06-30,50110590,60578,58244,18880,28829,3900
747,2019-06-30,50110600,60578,58244,18880,28829,3900
748,2019-06-30,50110610,60578,58244,18880,28829,3900
749,2019-06-30,50110620,60578,58244,18880,28829,3900
750,2019-06-30,50110630,60578,58244,18880,28829,3900
751,2019-06-30,50110640,60578,58244,18880,28829,3900
752,2019-06-30,50110650,60578,58244,18880,28829,3900
753,2019-06-30,50110660,60578,58244,18880,28829,3900
754,2019-06-30,50110670,60578,58244,18880,28829,3900
755,2019-06-30,50110680,60578,58244,18880,28829,3900
756,2019-06-30,50110690,60578,58244,18880,28829,3900
757,2019-06-30,50130250,34108,18251,10641,6543,1814
758,2019-06-30,50130253,34108,18251,10641,6543,1814
759,2019-06-30,50130259,34108,18251,10641,6543,1814
760,2019-06-30,50130310,34108,18251,10641,6543,1814
761,2019-06-30,50130320,34108,18251,10641,6543,1814
762,2019-06-30,50130510,34108,18251,10641,6543,1814
763,2019-06-30,50130520,34108,18251,10641,6543,1814
764,2019-06-30,50130530,34108,18251,10641,6543,1814
765,2019-06-30,50130540,34108,18251,10641,6543,1814
766,2019-06-30,50130550,34108,18251,10641,6543,1814
767,2019-06-30,50130560,34108,18251,10641,6543,1814
768,2019-06-30,50130570,34108,18251,10641,6543,1814
769,2019-06-30,50130580,34108,18251,10641,6543,1814
770,2019-06-30,50130590,34108,18251,10641,6543,1814
771,2019-06-30,50130600,34108,18251,10641,6543,1814
772,2019-06-30,50130610,34108,18251,10641,6543,1814
773,2019-06-30,50130620,34108,18251,10641,6543,1814
774,2019-07-31,50110250,60578,58244,18880,28829,3900
775,2019-07-31,50110253,60578,58244,18880,28829,3900
776,2019-07-31,50110256,60578,58244,18880,28829,3900
777,2019-07-31,50110259,60578,58244,18880,28829,3900
778,2019-07-31,50110310,60578,58244,18880,28829,3900
779,2019-07-31,50110320,60578,58244,18880,28829,3900
780,2019-07-31,50110330,60578,58244,18880,28829,3900
781,2019-07-31,50110510,60578,58244,18880,28829,3900
782,2019-07-31,50110520,60578,58244,18880,28829,3900
783,2019-07-31,50110530,60578,58244,18880,28829,3900
784,2019-07-31,50110540,60578,58244,18880,28829,3900
785,2019-07-31,50110550,60578,58244,18880,28829,3900
786,2019-07-31,50110560,60578,58244,18880,28829,3900
787,2019-07-31,50110570,60578,58244,18880,28829,3900
788,2019-07-31,50110580,60578,58244,18880,28829,3900
789,2019-07-31,50110590,60578,58244,18880,28829,3900
790,2019-07-31,50110600,60578,58244,18880,28829,3900
791,2019-07-31,50110610,60578,58244,18880,28829,3900
792,2019-07-31,50110620,60578,58244,18880,28829,3900
793,2019-07-31,50110630,60578,58244,18880,28829,3900
794,2019-07-31,50110640,60578,58244,18880,28829,3900
795,2019-07-31,50110650,60578,58244,18880,28829,3900
796,2019-07-31,50110660,60578,58244,18880,28829,3900
797,2019-07-31,50110670,60578,58244,18880,28829,3900
798,2019-07-31,50110680,60578,58244,18880,28829,3900
799,2019-07-31,50110690,60578,58244,18880,28829,3900
800,2019-07-31,50130250,34108,18251,10641,6543,1814
801,2019-07-31,50130253,34108,18251,10641,6543,1814
802,2019-07-31,50130259,34108,18251,10641,6543,1814
803,2019-07-31,50130310,34108,18251,10641,6543,1814
804,2019-07-31,50130320,34108,18251,10641,6543,1814
805,2019-07-31,50130510,34108,18251,10641,6543,1814
806,2019-07-31,50130520,34108,18251,10641,6543,1814
807,2019-07-31,50130530,34108,18251,10641,6543,1814
808,2019-07-31,50130540,34108,18251,10641,6543,1814
809,2019-07-31,50130550,34108,18251,10641,6543,1814
810,2019-07-31,50130560,34108,18251,10641,6543,1814
811,2019-07-31,50130570,34108,18251,10641,6543,1814
812,2019-07-31,50130580,34108,18251,10641,6543,1814
813,2019-07-31,50130590,34108,18251,10641,6543,1814
814,2019-07-31,50130600,34108,18251,10641,6543,1814
815,2019-07-31,50130610,34108,18251,10641,6543,1814
816,2019-07-31,50130620,34108,18251,10641,6543,1814
817,2019-08-31,50110250,60578,58244,18880,28829,3900
818,2019-08-31,50110253,60578,58244,18880,28829,3900
819,2019-08-31,50110256,60578,58244,18880,28829,3900
820,2019-08-31,50110259,60578,58244,18880,28829,3900
821,2019-08-31,50110310,60578,58244,18880,28829,3900
822,2019-08-31,50110320,60578,58244,18880,28829,3900
823,2019-08-31,50110330,60578,58244,18880,28829,3900
824,2019-08-31,50110510,60578,58244,18880,28829,3900
825,2019-08-31,50110520,60578,58244,18880,28829,3900
826,2019-08-31,50110530,60578,58244,18880,28829,3900
827,2019-08-31,50110540,60578,58244,18880,28829,3900
828,2019-08-31,50110550,60578,58244,18880,28829,3900
829,2019-08-31,50110560,60578,58244,18880,28829,3900
830,2019-08-31,50110570,60578,58244,18880,28829,3900
831,2019-08-31,50110580,60578,58244,18880,28829,3900
832,2019-08-31,50110590,60578,58244,18880,28829,3900
833,2019-08-31,50110600,60578,58244,18880,28829,3900
834,2019-08-31,50110610,60578,58244,18880,28829,3900
835,2019-08-31,50110620,60578,58244,18880,28829,3900
836,2019-08-31,50110630,60578,58244,18880,28829,3900
837,2019-08-31,50110640,60578,58244,18880,28829,3900
838,2019-08-31,50110650,60578,58244,18880,28829,3900
839,2019-08-31,50110660,60578,58244,18880,28829,3900
840,2019-08-31,50110670,60578,58244,18880,28829,3900
841,2019-08-31,50110680,60578,58244,18880,28829,3900
842,2019-08-31,50110690,60578,58244,18880,28829,3900
843,2019-08-31,50130250,34108,18251,10641,6543,1814
844,2019-08-31,50130253,34108,18251,10641,6543,1814
845,2019-08-31,50130259,34108,18251,10641,6543,1814
846,2019-08-31,50130310,34108,18251,10641,6543,1814
847,2019-08-31,50130320,34108,18251,10641,6543,1814
848,2019-08-31,50130510,34108,18251,10641,6543,1814
849,2019-08-31,50130520,34108,18251,10641,6543,1814
850,2019-08-31,50130530,34108,18251,10641,6543,1814
851,2019-08-31,50130540,34108,18251,10641,6543,1814
852,2019-08-31,50130550,34108,18251,10641,6543,1814
853,2019-08-31,50130560,34108,18251,10641,6543,1814
854,2019-08-31,50130570,34108,18251,10641,6543,1814
855,2019-08-31,50130580,34108,18251,10641,6543,1814
856,2019-08-31,50130590,34108,18251,10641,6543,1814
857,2019-08-31,50130600,34108,18251,10641,6543,1814
858,2019-08-31,50130610,34108,18251,10641,6543,1814
859,2019-08-31,50130620,34108,18251,10641,6543,1814
860,2019-09-30,50110250,60578,58244,18880,28829,3900
861,2019-09-30,50110253,60578,58244,18880,28829,3900
862,2019-09-30,50110256,60578,58244,18880,28829,3900
863,2019-09-30,50110259,60578,58244,18880,28829,3900
864,2019-09-30,50110310,60578,58244,18880,28829,3900
865,2019-09-30,50110320,60578,58244,18880,28829,3900
866,2019-09-30,50110330,60578,58244,18880,28829,3900
867,2019-09-30,50110510,60578,58244,18880,28829,3900
868,2019-09-30,50110520,60578,58244,18880,28829,3900
869,2019-09-30,50110530,60578,58244,18880,28829,3900
870,2019-09-30,50110540,60578,58244,18880,28829,3900
871,2019-09-30,50110550,60578,58244,18880,28829,3900
872,2019-09-30,50110560,60578,58244,18880,28829,3900
873,2019-09-30,50110570,60578,58244,18880,28829,3900
874,2019-09-30,50110580,60578,58244,18880,28829,3900
875,2019-09-30,50110590,60578,58244,18880,28829,3900
876,2019-09-30,50110600,60578,58244,18880,28829,3900
877,2019-09-30,50110610,60578,58244,18880,28829,3900
878,2019-09-30,50110620,60578,58244,18880,28829,3900
879,2019-09-30,50110630,60578,58244,18880,28829,3900
880,2019-09-30,50110640,60578,58244,18880,28829,3900
881,2019-09-30,50110650,60578,58244,18880,28829,3900
882,2019-09-30,50110660,60578,58244,18880,28829,3900
883,2019-09-30,50110670,60578,58244,18880,28829,3900
884,2019-09-30,50110680,60578,58244,18880,28829,3900
885,2019-09-30,50110690,60578,58244,18880,28829,3900
886,2019-09-30,50130250,34108,18251,10641,6543,1814
887,2019-09-30,50130253,34108,18251,10641,6543,1814
888,2019-09-30,50130259,34108,18251,10641,6543,1814
889,2019-09-30,50130310,34108,18251,10641,6543,1814
890,2019-09-30,50130320,34108,18251,10641,6543,1814
891,2019-09-30,50130510,34108,18251,10641,6543,1814
892,2019-09-30,50130520,34108,18251,10641,6543,1814
893,2019-09-30,50130530,34108,18251,10641,6543,1814
894,2019-09-30,50130540,34108,18251,10641,6543,1814
895,2019-09-30,50130550,34108,18251,10641,6543,1814
896,2019-09-30,50130560,34108,18251,10641,6543,1814
897,2019-09-30,50130570,34108,18251,10641,6543,1814
898,2019-09-30,50130580,34108,18251,10641,6543,1814
899,2019-09-30,50130590,34108,18251,10641,6543,1814
900,2019-09-30,50130600,34108,18251,10641,6543,1814
901,2019-09-30,50130610,34108,18251,10641,6543,1814
902,2019-09-30,50130620,34108,18251,10641,6543,1814
903,2019-10-31,50110250,60578,58244,18880,28829,3900
904,2019-10-31,50110253,60578,58244,18880,28829,3900
905,2019-10-31,50110256,60578,58244,18880,28829,3900
906,2019-10-31,50110259,60578,58244,18880,28829,3900
907,2019-10-31,50110310,60578,58244,18880,28829,3900
908,2019-10-31,50110320,60578,58244,18880,28829,3900
909,2019-10-31,50110330,60578,58244,18880,28829,3900
910,2019-10-31,50110510,60578,58244,18880,28829,3900
911,2019-10-31,50110520,60578,58244,18880,28829,3900
912,2019-10-31,50110530,60578,58244,18880,28829,3900
913,2019-10-31,50110540,60578,58244,18880,28829,3900
914,2019-10-31,50110550,60578,58244,18880,28829,3900
915,2019-10-31,50110560,60578,58244,18880,28829,3900
916,2019-10-31,50110570,60578,58244,18880,28829,3900
917,2019-10-31,50110580,60578,58244,18880,28829,3900
918,2019-10-31,50110590,60578,58244,18880,28829,3900
919,2019-10-31,50110600,60578,58244,18880,28829,3900
920,2019-10-31,50110610,60578,58244,18880,28829,3900
921,2019-10-31,50110620,60578,58244,18880,28829,3900
922,2019-10-31,50110630,60578,58244,18880,28829,3900
923,2019-10-31,50110640,60578,58244,18880,28829,3900
924,2019-10-31,50110650,60578,58244,18880,28829,3900
925,2019-10-31,50110660,60578,58244,18880,28829,3900
926,2019-10-31,50110670,60578,58244,18880,28829,3900
927,2019-10-31,50110680,60578,58244,18880,28829,3900
928,2019-10-31,50110690,60578,58244,18880,28829,3900
929,2019-10-31,50130250,34108,18251,10641,6543,1814
930,2019-10-31,50130253,34108,18251,10641,6543,1814
931,2019-10-31,50130259,34108,18251,10641,6543,1814
932,2019-10-31,50130310,34108,18251,10641,6543,1814
933,2019-10-31,50130320,34108,18251,10641,6543,1814
934,2019-10-31,50130510,34108,18251,10641,6543,1814
935,2019-10-31,50130520,34108,18251,10641,6543,1814
936,2019-10-31,50130530,34108,18251,10641,6543,1814
937,2019-10-31,50130540,34108,18251,10641,6543,1814
938,2019-10-31,50130550,34108,18251,10641,6543,1814
939,2019-10-31,50130560,34108,18251,10641,6543,1814
940,2019-10-31,50130570,34108,18251,10641,6543,1814
941,2019-10-31,50130580,34108,18251,10641,6543,1814
942,2019-10-31,50130590,34108,18251,10641,6543,1814
943,2019-10-31,50130600,34108,18251,10641,6543,1814
944,2019-10-31,50130610,34108,18251,10641,6543,1814
945,2019-10-31,50130620,34108,18251,10641,6543,1814
946,2019-11-30,50110250,60578,58244,18880,28829,3900
947,2019-11-30,50110253,60578,58244,18880,28829,3900
948,2019-11-30,50110256,60578,58244,18880,28829,3900
949,2019-11-30,50110259,60578,58244,18880,28829,3900
950,2019-11-30,50110310,60578,58244,18880,28829,3900
951,2019-11-30,50110320,60578,58244,18880,28829,3900
952,2019-11-30,50110330,60578,58244,18880,28829,3900
953,2019-11-30,50110510,60578,58244,18880,28829,3900
954,2019-11-30,50110520,60578,58244,18880,28829,3900
955,2019-11-30,50110530,60578,58244,18880,28829,3900
956,2019-11-30,50110540,60578,58244,18880,28829,3900
957,2019-11-30,50110550,60578,58244,18880,28829,3900
958,2019-11-30,50110560,60578,58244,18880,28829,3900
959,2019-11-30,50110570,60578,58244,18880,28829,3900
960,2019-11-30,50110580,60578,58244,18880,28829,3900
961,2019-11-30,50110590,60578,58244,18880,28829,3900
962,2019-11-30,50110600,60578,58244,18880,28829,3900
963,2019-11-30,50110610,60578,58244,18880,28829,3900
964,2019-11-30,50110620,60578,58244,18880,28829,3900
965,2019-11-30,50110630,60578,58244,18880,28829,3900
966,2019-11-30,50110640,60578,58244,18880,28829,3900
967,2019-11-30,50110650,60578,58244,18880,28829,3900
968,2019-11-30,50110660,60578,58244,18880,28829,3900
969,2019-11-30,50110670,60578,58244,18880,28829,3900
970,2019-11-30,50110680,60578,58244,18880,28829,3900
971,2019-11-30,50110690,60578,58244,18880,28829,3900
972,2019-11-30,50130250,34108,18251,10641,6543,1814
973,2019-11-30,50130253,34108,18251,10641,6543,1814
974,2019-11-30,50130259,34108,18251,10641,6543,1814
975,2019-11-30,50130310,34108,18251,10641,6543,1814
976,2019-11-30,50130320,34108,18251,10641,6543,1814
977,2019-11-30,50130510,34108,18251,10641,6543,1814
978,2019-11-30,50130520,34108,18251,10641,6543,1814
979,2019-11-30,50130530,34108,18251,10641,6543,1814
980,2019-11-30,50130540,34108,18251,10641,6543,1814
981,2019-11-30,50130550,34108,18251,10641,6543,1814
982,2019-11-30,50130560,34108,18251,10641,6543,1814
983,2019-11-30,50130570,34108,18251,10641,6543,1814
984,2019-11-30,50130580,34108,18251,10641,6543,1814
985,2019-11-30,50130590,34108,18251,10641,6543,1814
986,2019-11-30,50130600,34108,18251,10641,6543,1814
987,2019-11-30,50130610,34108,18251,10641,6543,1814
988,2019-11-30,50130620,34108,18251,10641,6543,1814
989,2019-12-31,50110250,60578,58244,18880,28829,3900
990,2019-12-31,50110253,60578,58244,18880,28829,3900
991,2019-12-31,50110256,60578,58244,18880,28829,3900
992,2019-12-31,50110259,60578,58244,18880,28829,3900
